MELD_Split,MELD_Row_ID,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,match_status,match_score,match_text_score,meld_group_size,meld_group_utterance,a_scan_count,friends_utterance_id,friends_global_utterance_id,friends_speaker,friends_utterance
train,5101,1354,"Well, if you had kept listening, you-you would have heard me call him Mr. Bigot.",Monica,neutral,neutral,138,12,5,12,"00:12:49,143","00:12:57,650",exact,1.0000,1.0000,1,"Well, if you had kept listening, you-you would have heard me call him Mr. Bigot.",0,155,27966,Monica,"Well, if you had kept listening, you-you would have heard me call him Mr. Big… …ot."
train,5102,1355,What?!,Rachel,surprise,negative,138,13,5,12,"00:12:55,733","00:12:57,650",exact,1.0000,1.0000,1,What?!,0,156,27967,Rachel,What?!
train,5103,1356,Mr. Bigot. He tells the most,Monica,neutral,neutral,138,14,5,12,"00:12:57,818","00:13:04,574",fuzzy,0.9800,0.9400,1,Mr. Bigot. He tells the most,0,157,27968,Monica,Mr. Bigot. He tells the most racist jokes.
train,5104,1357,All right. So you're telling me that there is nothing going on between you and Chandler.,Rachel,anger,negative,138,15,5,12,"00:13:08,329","00:13:11,956",exact,1.0000,1.0000,1,All right. So you're telling me that there is nothing going on between you and Chandler.,0,158,27969,Rachel,All right. So you're telling me that there is nothing going on between you and Chandler.
train,5105,1358,Me and Chandler?!,Monica,surprise,positive,138,16,5,12,"00:13:12,291","00:13:14,167",exact,1.0000,1.0000,1,Me and Chandler?!,0,159,27970,Monica,Me and Chandler?!
train,5106,7039,"Hey Rach! Hey, you mind if I read my comic books in here?",Joey,neutral,neutral,696,0,5,12,"00:16:05,214","00:16:09,050",exact,1.0000,1.0000,1,"Hey Rach! Hey, you mind if I read my comic books in here?",42,202,28013,Joey,"Hey Rach! Hey, you mind if I read my comic books in here?"
train,5107,7040,Sure! Why?,Rachel,surprise,negative,696,1,5,12,"00:16:11,011","00:16:13,638",exact,1.0000,1.0000,1,Sure! Why?,0,203,28014,Rachel,Sure! Why?
train,5108,7041,"Oh well, Chandler and Monica are over there and it's kinda hard to concentrate.",Joey,neutral,neutral,696,2,5,12,"00:16:13,806","00:16:17,809",exact,1.0000,1.0000,1,"Oh well, Chandler and Monica are over there and it's kinda hard to concentrate.",0,204,28015,Joey,"Oh well, Chandler and Monica are over there and it's kinda hard to concentrate."
train,5109,7042,What?!,Rachel,surprise,negative,696,3,5,12,"00:16:18,852","00:16:19,852",fuzzy,0.9800,0.9400,2,What?! She just called and said that she was gonna be working late!,0,205,28016,Rachel,What?! She just called and said that she was gonna be working late! She keeps lying to me! That's it! Y'know what? I'm just gonna go over there and confront them right now!
train,5110,7043,She just called and said that she was gonna be working late!,Rachel,anger,negative,696,4,5,12,"00:16:18,852","00:16:22,438",fuzzy,0.9800,0.9400,2,What?! She just called and said that she was gonna be working late!,0,205,28016,Rachel,What?! She just called and said that she was gonna be working late! She keeps lying to me! That's it! Y'know what? I'm just gonna go over there and confront them right now!
train,5111,7047,I'm just gonna go over there and confront them right now!,Rachel,anger,negative,696,7,5,12,"00:16:18,852","00:16:28,653",unmatched,0.3853,0.3453,1,I'm just gonna go over there and confront them right now! She keeps lying to me! That's it!,50,,,,
train,5112,7044,She keeps lying to me!,Rachel,anger,negative,696,5,5,12,"00:16:22,648","00:16:24,399",unmatched,0.4059,0.3659,1,She keeps lying to me! That's it!,50,,,,
train,5113,7045,That's it!,Rachel,anger,negative,696,6,5,12,"00:16:24,608","00:16:28,653",unmatched,0.4400,0.4000,1,That's it!,50,,,,
train,5114,7127,I can't,Monica,neutral,neutral,706,0,5,13,"00:00:02,460","00:00:07,339",unmatched,0.4400,0.4000,1,I can't,259,,,,
train,5115,7128,"Oh! Look at that, time's up! My turn!",Chandler,joy,positive,706,1,5,13,"00:00:13,680","00:00:14,722",exact,1.0000,1.0000,1,"Oh! Look at that, time's up! My turn!",1,2,28068,Chandler,"Oh! Look at that, time's up! My turn!"
train,5116,7129,That was a half an hour?,Monica,surprise,positive,706,2,5,13,"0:00:16,933","0:00:18,325",exact,1.0000,1.0000,1,That was a half an hour?,0,3,28069,Monica,That was a half an hour?
train,5117,7130,It's your timer.,Chandler,neutral,neutral,706,3,5,13,"0:00:18,325","0:00:19,409",exact,1.0000,1.0000,1,It's your timer.,0,4,28070,Chandler,It's your timer.
train,5118,7131,"Y'know, I don't like to brag about it, but I give the",Monica,neutral,neutral,706,4,5,13,"00:00:22,731","00:00:27,234",fuzzy,0.9800,0.9400,1,"Y'know, I don't like to brag about it, but I give the",0,5,28071,Monica,"Y'know, I don't like to brag about it, but I give the best massages!"
train,5119,7132,"All right, then massage me up right nice!",Chandler,joy,positive,706,5,5,13,"00:00:27,485","00:00:30,320",exact,1.0000,1.0000,1,"All right, then massage me up right nice!",0,6,28072,Chandler,"All right, then massage me up right nice!"
train,5120,7133,Ah! Ahh!! Ahh!!,Chandler,joy,positive,706,6,5,13,"00:00:32,240","00:00:35,242",exact,1.0000,1.0000,1,Ah! Ahh!! Ahh!!,0,7,28073,Chandler,Ah! Ahh!! Ahh!!
train,5121,7134,"It's so good, isn't it?",Monica,neutral,neutral,706,7,5,13,"00:00:35,410","00:00:36,952",exact,1.0000,1.0000,1,"It's so good, isn't it?",0,8,28074,Monica,"It's so good, isn't it?"
train,5122,7135,It's so good I don't know what I've done to deserve it!,Chandler,joy,positive,706,8,5,13,"00:00:37,203","00:00:39,413",exact,1.0000,1.0000,1,It's so good I don't know what I've done to deserve it!,0,9,28075,Chandler,It's so good I don't know what I've done to deserve it!
train,5123,7136,Say good-bye to sore muscles!,Monica,joy,positive,706,9,5,13,"0:00:41,458","0:00:42,543",exact,1.0000,1.0000,1,Say good-bye to sore muscles!,0,10,28076,Monica,Say good-bye to sore muscles!
train,5124,7137,Good-bye muscles!!,Chandler,joy,positive,706,10,5,13,"0:00:42,543","0:00:43,190",exact,1.0000,1.0000,1,Good-bye muscles!!,0,11,28077,Chandler,Good-bye muscles!!
test,1364,210,It's not a purse! It's a shoulder bag.,Rachel,anger,negative,20,0,5,13,"00:04:45,285","00:04:48,161",exact,1.0000,1.0000,1,It's not a purse! It's a shoulder bag.,39,51,28117,Rachel,It's not a purse! It's a shoulder bag.
test,1365,211,It looks like a women's purse.,Joey,neutral,neutral,20,1,5,13,"00:04:48,871","00:04:50,872",exact,1.0000,1.0000,1,It looks like a women's purse.,0,52,28118,Joey,It looks like a women's purse.
test,1366,212,"No Joey, look. Trust me, all the men are wearing them in the spring catalog. Look.  See look,",Rachel,neutral,neutral,20,2,5,13,"00:04:51,582","00:04:58,547",fuzzy,0.9800,0.9400,1,"No Joey, look. Trust me, all the men are wearing them in the spring catalog. Look.  See look,",0,53,28119,Rachel,"No Joey, look. Trust me, all the men are wearing them in the spring catalog. Look. See look, men, carrying the bag."
test,1367,213,"See look,",Joey,neutral,neutral,20,3,5,13,"00:04:59,465","00:05:02,134",unmatched,0.3626,0.3226,1,"See look,",206,,,,
test,1368,214,Exactly! Unisex!,Rachel,neutral,neutral,20,4,5,13,"00:05:16,107","00:05:18,150",exact,1.0000,1.0000,1,Exactly! Unisex!,1,55,28121,Rachel,Exactly! Unisex!
test,1369,215,Maybe you need sex.,Joey,neutral,neutral,20,5,5,13,"00:05:18,401","00:05:21,528",fuzzy,0.9800,0.9400,1,Maybe you need sex.,0,56,28122,Joey,Maybe you need sex. I had sex a couple days ago.
test,1370,216,No! No Joey! U-N-I-sex.,Rachel,joy,positive,20,6,5,13,"00:05:23,072","00:05:26,616",exact,1.0000,1.0000,1,No! No Joey! U-N-I-sex.,0,57,28123,Rachel,No! No Joey! U-N-I-sex.
test,1371,217,"Well, I ain't gonna say no to that.",Joey,neutral,neutral,20,7,5,13,"00:05:28,328","00:05:30,704",exact,1.0000,1.0000,1,"Well, I ain't gonna say no to that.",0,58,28124,Joey,"Well, I ain't gonna say no to that."
train,5125,10367,It's Phoebe.,Phoebe,neutral,neutral,1027,0,5,13,"00:05:39,339","00:05:40,964",exact,1.0000,1.0000,1,It's Phoebe.,1,60,28126,Phoebe,It's Phoebe.
train,5126,10368,"Umm, well I sorta have some bad news, can I come in?",Phoebe,sadness,negative,1027,1,5,13,"00:05:48,181","00:05:52,851",exact,1.0000,1.0000,1,"Umm, well I sorta have some bad news, can I come in?",1,62,28128,Phoebe,"Umm, well I sorta have some bad news, can I come in?"
train,5127,10369,"Umm, well, umm Grandma died.",Phoebe,sadness,negative,1027,2,5,13,"00:05:56,606","00:06:03,153",exact,1.0000,1.0000,1,"Umm, well, umm Grandma died.",1,64,28130,Phoebe,"Umm, well, umm Grandma died."
train,5128,10370,"No, she just died today! Okay, umm, we're having a memorial service tomorrow.",Phoebe,sadness,negative,1027,3,5,13,"00:06:06,741","00:06:12,788",exact,1.0000,1.0000,1,"No, she just died today! Okay, umm, we're having a memorial service tomorrow.",1,66,28132,Phoebe,"No, she just died today! Okay, umm, we're having a memorial service tomorrow."
train,5129,10371,No you didn't!,Phoebe,joy,positive,1027,4,5,13,"00:06:16,000","00:06:17,459",exact,1.0000,1.0000,1,No you didn't!,1,68,28134,Phoebe,No you didn't!
train,5130,10372,"Well, lots of people! Look, are you coming to memorial service or not?",Phoebe,anger,negative,1027,5,5,13,"00:06:19,504","00:06:25,300",exact,1.0000,1.0000,1,"Well, lots of people! Look, are you coming to memorial service or not?",1,70,28136,Phoebe,"Well, lots of people! Look, are you coming to memorial service or not?"
train,5131,10373,"Fine. Okay, enjoy your concert.",Phoebe,disgust,negative,1027,6,5,13,"00:06:41,192","00:06:45,570",exact,1.0000,1.0000,1,"Fine. Okay, enjoy your concert.",1,72,28138,Phoebe,"Fine. Okay, enjoy your concert."
dev,539,901,"Oh, did you catch him?!",Monica,surprise,negative,84,0,5,13,"00:09:39,036","00:09:41,288",exact,1.0000,1.0000,1,"Oh, did you catch him?!",46,119,28185,Monica,"Oh, did you catch him?!"
dev,540,903,Wh-what did he say?!,Ross,surprise,negative,84,1,5,13,"00:09:39,036","00:09:41,288",exact,1.0000,1.0000,1,Wh-what did he say?!,1,121,28187,Ross,Wh-what did he say?!
dev,541,904,"He said, ""Nice to meet you Glenda.""  Well, obviously I couldn't give him my real name?",Phoebe,neutral,neutral,84,2,5,13,"00:09:41,539","00:09:48,128",exact,1.0000,1.0000,1,"He said, ""Nice to meet you Glenda.""  Well, obviously I couldn't give him my real name?",0,122,28188,Phoebe,"He said, ""Nice to meet you Glenda."" Well, obviously I couldn't give him my real name?"
dev,542,905,Why?! Why not?!,Rachel,surprise,negative,84,3,5,13,"00:09:48,379","00:09:49,462",exact,1.0000,1.0000,1,Why?! Why not?!,0,123,28189,Rachel,Why?! Why not?!
dev,543,906,"Come on, you saw the way he ran out of here!",Phoebe,sadness,negative,84,4,5,13,"00:09:49,714","00:09:51,172",fuzzy,0.9800,0.9400,1,"Come on, you saw the way he ran out of here!",0,124,28190,Phoebe,"Come on, you saw the way he ran out of here! What do you think? He's gonna stick around and talk to the daughter he abandoned!"
dev,544,908,He's gonna stick around and talk to the daughter he abandoned!,Phoebe,sadness,negative,84,5,5,13,"00:09:51,382","00:09:54,175",unmatched,0.5400,0.5000,1,He's gonna stick around and talk to the daughter he abandoned!,135,,,,
dev,545,909,What did you say to him?,Joey,neutral,neutral,84,6,5,13,"00:09:54,427","00:09:56,136",exact,1.0000,1.0000,1,What did you say to him?,0,125,28191,Joey,What did you say to him?
dev,546,910,"Well, I said, I told him y'know, that I was the executor person of Francis' will and that I needed to talk to him so I'm gonna meet him at the coffee house later.",Phoebe,neutral,neutral,84,7,5,13,"00:09:56,387","00:10:03,685",exact,1.0000,1.0000,1,"Well, I said, I told him y'know, that I was the executor person of Francis' will and that I needed to talk to him so I'm gonna meet him at the coffee house later.",0,126,28192,Phoebe,"Well, I said, I told him y'know, that I was the executor person of Francis' will and that I needed to talk to him so I'm gonna meet him at the coffee house later."
test,1372,728,"Umm, thank you for meeting with me.",Phoebe,neutral,neutral,75,0,5,13,"00:15:46,570","00:15:48,196",exact,1.0000,1.0000,1,"Umm, thank you for meeting with me.",65,192,28258,Phoebe,"Umm, thank you for meeting with me."
test,1373,729,Thank you. All right.,Frank Sr.,neutral,neutral,75,1,5,13,"00:15:48,447","00:15:49,822",exact,1.0000,1.0000,1,Thank you. All right.,0,193,28259,Frank Sr.,Thank you. All right.
test,1374,730,"Come, sit.",Phoebe,neutral,neutral,75,2,5,13,"00:15:50,491","00:15:51,950",exact,1.0000,1.0000,4,"Come, sit. Sit. Sit! Umm, all righty, before we get started I justI need you to state for the official record that you are in fact Frank Buffay.",0,194,28260,Phoebe,"Come, sit. Sit. Sit! Umm, all righty, before we get started I just—I need you to state for the official record that you are in fact Frank Buffay."
test,1375,731,Sit.,Phoebe,neutral,neutral,75,3,5,13,"00:15:54,203","00:15:55,495",exact,1.0000,1.0000,4,"Come, sit. Sit. Sit! Umm, all righty, before we get started I justI need you to state for the official record that you are in fact Frank Buffay.",0,194,28260,Phoebe,"Come, sit. Sit. Sit! Umm, all righty, before we get started I just—I need you to state for the official record that you are in fact Frank Buffay."
test,1376,732,Sit!,Phoebe,anger,negative,75,4,5,13,"00:15:55,913","00:15:57,372",exact,1.0000,1.0000,4,"Come, sit. Sit. Sit! Umm, all righty, before we get started I justI need you to state for the official record that you are in fact Frank Buffay.",0,194,28260,Phoebe,"Come, sit. Sit. Sit! Umm, all righty, before we get started I just—I need you to state for the official record that you are in fact Frank Buffay."
test,1377,733,"Umm, all righty, before we get started I justI need you to state for the official record that you are in fact Frank Buffay.",Phoebe,neutral,neutral,75,5,5,13,"00:15:58,832","00:16:06,631",exact,1.0000,1.0000,4,"Come, sit. Sit. Sit! Umm, all righty, before we get started I justI need you to state for the official record that you are in fact Frank Buffay.",0,194,28260,Phoebe,"Come, sit. Sit. Sit! Umm, all righty, before we get started I just—I need you to state for the official record that you are in fact Frank Buffay."
train,5132,8575,Hi.,Joey,neutral,neutral,856,0,5,13,"00:20:54,378","00:20:55,419",exact,1.0000,1.0000,1,Hi.,46,241,28307,Joey,Hi.
train,5133,8576,"Hey man, how did the audition go?",Chandler,neutral,neutral,856,1,5,13,"00:20:55,629","00:20:57,421",exact,1.0000,1.0000,1,"Hey man, how did the audition go?",1,243,28309,Chandler,"Hey man, how did the audition go?"
train,5134,8577,Estelle said I didn't get it.,Joey,sadness,negative,856,2,5,13,"00:20:57,839","00:20:59,257",exact,1.0000,1.0000,1,Estelle said I didn't get it.,0,244,28310,Joey,Estelle said I didn't get it.
train,5135,8578,What?! Why? Joey you were so ready for it!,Rachel,surprise,negative,856,3,5,13,"00:20:59,508","00:21:02,718",exact,1.0000,1.0000,1,What?! Why? Joey you were so ready for it!,0,245,28311,Rachel,What?! Why? Joey you were so ready for it!
train,5136,8579,"Yeah, I thought so too but, she said the casting people had some problems with me.",Joey,joy,positive,856,4,5,13,"00:21:03,011","00:21:08,641",exact,1.0000,1.0000,1,"Yeah, I thought so too but, she said the casting people had some problems with me.",0,246,28312,Joey,"Yeah, I thought so too but, she said the casting people had some problems with me."
train,5137,8747,What kind of problem?,Ross,surprise,negative,874,0,5,13,"00:21:07,474","00:21:08,641",exact,1.0000,1.0000,1,What kind of problem?,0,247,28313,Ross,What kind of problem?
train,5138,8748,"Well to tell you the truth, they uh,  they had a problem with the bag!",Joey,sadness,negative,874,1,5,13,"00:21:08,976","00:21:14,021",exact,1.0000,1.0000,1,"Well to tell you the truth, they uh,  they had a problem with the bag!",0,248,28314,Joey,"Well to tell you the truth, they uh, they had a problem with the bag!"
train,5139,8749,Oh my God!,Chandler,surprise,negative,874,2,5,13,"00:21:11,821","00:21:14,021",exact,1.0000,1.0000,1,Oh my God!,0,249,28315,Chandler,Oh my God!
train,5140,8751,Y'know what? It was a stupid play anyway!,Joey,sadness,negative,874,3,5,13,"00:21:15,565","00:21:18,109",exact,1.0000,1.0000,1,Y'know what? It was a stupid play anyway!,1,251,28317,Joey,Y'know what? It was a stupid play anyway!
train,5141,8752,"Y'know, Joey, I think it's time to give up the bag.",Monica,sadness,negative,874,4,5,13,"00:21:19,069","00:21:20,820",exact,1.0000,1.0000,1,"Y'know, Joey, I think it's time to give up the bag.",0,252,28318,Monica,"Y'know, Joey, I think it's time to give up the bag."
train,5142,8753,I don't wanna give up the bag.,Joey,sadness,negative,874,5,5,13,"0:21:21,280","0:21:22,842",exact,1.0000,1.0000,4,"I don't wanna give up the bag. I don't have to give up the bag! Do I Rach? Oh, you think I should give up the bag!",0,253,28319,Joey,"I don't wanna give up the bag. I don't have to give up the bag! Do I Rach? Oh, you think I should give up the bag!"
train,5143,8754,I don't have to give up the bag!,Joey,anger,negative,874,6,5,13,"0:21:22,842","0:21:23,670",exact,1.0000,1.0000,4,"I don't wanna give up the bag. I don't have to give up the bag! Do I Rach? Oh, you think I should give up the bag!",0,253,28319,Joey,"I don't wanna give up the bag. I don't have to give up the bag! Do I Rach? Oh, you think I should give up the bag!"
train,5144,8755,Do I Rach?,Joey,sadness,negative,874,7,5,13,"00:21:24,116","00:21:26,617",exact,1.0000,1.0000,4,"I don't wanna give up the bag. I don't have to give up the bag! Do I Rach? Oh, you think I should give up the bag!",0,253,28319,Joey,"I don't wanna give up the bag. I don't have to give up the bag! Do I Rach? Oh, you think I should give up the bag!"
train,5145,8756,"Oh, you think I should give up the bag!",Joey,anger,negative,874,8,5,13,"00:21:30,038","00:21:32,456",exact,1.0000,1.0000,4,"I don't wanna give up the bag. I don't have to give up the bag! Do I Rach? Oh, you think I should give up the bag!",0,253,28319,Joey,"I don't wanna give up the bag. I don't have to give up the bag! Do I Rach? Oh, you think I should give up the bag!"
train,5146,8757,"Honey wait, Joey, Im sorry I mean as terrific as I think you are with it",Rachel,neutral,neutral,874,9,5,13,"00:21:32,749","00:21:37,169",exact,1.0000,1.0000,1,"Honey wait, Joey, Im sorry I mean as terrific as I think you are with it",0,254,28320,Rachel,"Honey wait, Joey, I’m sorry I mean as terrific as I think you are with it…"
train,5147,8759,I just don't know if the world is ready for you and your bag.,Rachel,sadness,negative,874,10,5,13,"00:21:39,339","00:21:44,051",exact,1.0000,1.0000,1,I just don't know if the world is ready for you and your bag.,1,256,28322,Rachel,…I just don’t know if the world is ready for you and your bag.
train,5148,8760,I can't believe I'm hearing this!,Joey,sadness,negative,874,11,5,13,"00:21:46,555","00:21:48,139",exact,1.0000,1.0000,1,I can't believe I'm hearing this!,0,257,28323,Joey,I can’t believe I’m hearing this!
train,5149,8761,Wait a minute!,Rachel,sadness,negative,874,12,5,13,"0:21:48,390","0:21:49,242",fuzzy,0.9910,0.9510,2,"Wait a minute! I'm not saying that you shouldnt have a bag, I justit's just there are other bags that are a little less umm,  controversial.",0,258,28324,Rachel,"Wait a minute! Wait a minute! I’m not saying that you shouldn’t have a bag, I just—it’s just there are other bags that are a little less umm, controversial."
train,5150,8763,"I'm not saying that you shouldnt have a bag, I justit's just there are other bags that are a little less umm,  controversial.",Rachel,neutral,neutral,874,14,5,13,"00:21:48,390","00:21:59,275",fuzzy,0.9910,0.9510,2,"Wait a minute! I'm not saying that you shouldnt have a bag, I justit's just there are other bags that are a little less umm,  controversial.",0,258,28324,Rachel,"Wait a minute! Wait a minute! I’m not saying that you shouldn’t have a bag, I just—it’s just there are other bags that are a little less umm, controversial."
train,5151,8762,Wait a minute!,Rachel,anger,negative,874,13,5,13,"0:21:49,242","0:21:51,612",unmatched,0.0164,0.1364,1,Wait a minute!,1,,,,
train,5152,8764,"Yeah umm, they're called wallets.",Chandler,neutral,neutral,874,15,5,13,"00:22:00,319","00:22:02,987",exact,1.0000,1.0000,1,"Yeah umm, they're called wallets.",0,259,28325,Chandler,"Yeah umm, they’re called wallets."
train,5153,9885,You mean whenever Monica and Chandler where like y'know doing laundry or going grocery shopping orOh!,Phoebe,surprise,positive,986,0,5,14,"00:03:04,809","00:03:13,901",exact,1.0000,1.0000,2,You mean whenever Monica and Chandler where like y'know doing laundry or going grocery shopping orOh! All that time Monica spent on the phone with sad Linda from camp!,34,35,28360,Phoebe,You mean whenever Monica and Chandler where like y'know doing laundry or going grocery shopping or—Oh! All that time Monica spent on the phone with sad Linda from camp!
train,5154,9886,All that time Monica spent on the phone with sad Linda from camp!,Phoebe,surprise,positive,986,1,5,14,"00:03:10,815","00:03:13,901",exact,1.0000,1.0000,2,You mean whenever Monica and Chandler where like y'know doing laundry or going grocery shopping orOh! All that time Monica spent on the phone with sad Linda from camp!,34,35,28360,Phoebe,You mean whenever Monica and Chandler where like y'know doing laundry or going grocery shopping or—Oh! All that time Monica spent on the phone with sad Linda from camp!
train,5155,9887,"Uh-huh, doing it. Doing it. Phone doing it.",Rachel,joy,positive,986,2,5,14,"00:03:14,152","00:03:16,445",exact,1.0000,1.0000,1,"Uh-huh, doing it. Doing it. Phone doing it.",0,36,28361,Rachel,"Uh-huh, doing it. Doing it. Phone doing it."
train,5156,9889,"Oh, I can't believe it!",Phoebe,surprise,positive,986,3,5,14,"00:03:17,572","00:03:19,281",fuzzy,1.0000,0.9827,4,"Oh, I can't believe it! I mean I think it's great! For him. She might be able to do better.",0,37,28362,Phoebe,"Oh! Oh, I can't believe it! I mean I think it's great! For him. She might be able to do better."
train,5157,9890,I mean I think it's great!,Phoebe,joy,positive,986,4,5,14,"0:03:19,532","0:03:20,994",fuzzy,1.0000,0.9827,4,"Oh, I can't believe it! I mean I think it's great! For him. She might be able to do better.",0,37,28362,Phoebe,"Oh! Oh, I can't believe it! I mean I think it's great! For him. She might be able to do better."
train,5158,9891,For him.,Phoebe,neutral,neutral,986,5,5,14,"0:03:20,994","0:03:22,008",fuzzy,1.0000,0.9827,4,"Oh, I can't believe it! I mean I think it's great! For him. She might be able to do better.",0,37,28362,Phoebe,"Oh! Oh, I can't believe it! I mean I think it's great! For him. She might be able to do better."
train,5159,9892,She might be able to do better.,Phoebe,neutral,neutral,986,6,5,14,"00:03:22,202","00:03:23,660",fuzzy,1.0000,0.9827,4,"Oh, I can't believe it! I mean I think it's great! For him. She might be able to do better.",0,37,28362,Phoebe,"Oh! Oh, I can't believe it! I mean I think it's great! For him. She might be able to do better."
train,5160,9893,Hey guys!,Joey,neutral,neutral,986,7,5,14,"0:03:25,955","0:03:26,717",exact,1.0000,1.0000,1,Hey guys!,0,38,28363,Joey,Hey guys!
train,5161,9894,Joey! Come here! Come here!,Rachel,neutral,neutral,986,8,5,14,"0:03:26,717","0:03:28,303",exact,1.0000,1.0000,1,Joey! Come here! Come here!,0,39,28364,Rachel,Joey! Come here! Come here!
train,5162,9896,Phoebe just found out about Monica and Chandler.,Rachel,neutral,neutral,986,9,5,14,"00:03:28,625","00:03:30,792",exact,1.0000,1.0000,1,Phoebe just found out about Monica and Chandler.,1,41,28366,Rachel,Phoebe just found out about Monica and Chandler.
train,5163,9897,You mean how they're friends and nothing more?,Joey,neutral,neutral,986,10,5,14,"00:03:31,044","00:03:33,545",exact,1.0000,1.0000,1,You mean how they're friends and nothing more?,0,42,28367,Joey,You mean how they're friends and nothing more?
train,5164,9898,"No. Joey, she",Rachel,neutral,neutral,986,11,5,14,"00:03:34,464","00:03:37,299",unmatched,0.5733,0.5333,1,"No. Joey, she",224,,,,
train,5165,9899,"Okay, so now they know that you know and they don't know that Rachel knows?",Phoebe,surprise,positive,986,12,5,14,"00:03:46,059","00:03:49,978",exact,1.0000,1.0000,1,"Okay, so now they know that you know and they don't know that Rachel knows?",1,44,28369,Phoebe,"Okay, so now they know that you know and they don't know that Rachel knows?"
train,5166,9900,"Yes, but y'know what?",Joey,neutral,neutral,986,13,5,14,"0:03:50,188","0:03:51,910",exact,1.0000,1.0000,4,"Yes, but y'know what? It doesn't matter who knows what. Now, enough of us know that we can just tell them that we know! Then all the lying and the secrets would finally be over!",0,45,28370,Joey,"Yes, but y'know what? It doesn't matter who knows what. Now, enough of us know that we can just tell them that we know! Then all the lying and the secrets would finally be over!"
train,5167,9901,It doesn't matter who knows what.,Joey,neutral,neutral,986,14,5,14,"0:03:51,910","0:03:53,282",exact,1.0000,1.0000,4,"Yes, but y'know what? It doesn't matter who knows what. Now, enough of us know that we can just tell them that we know! Then all the lying and the secrets would finally be over!",0,45,28370,Joey,"Yes, but y'know what? It doesn't matter who knows what. Now, enough of us know that we can just tell them that we know! Then all the lying and the secrets would finally be over!"
train,5168,9902,"Now, enough of us know that we can just tell them that we know!",Joey,neutral,neutral,986,15,5,14,"00:03:53,441","00:03:56,610",exact,1.0000,1.0000,4,"Yes, but y'know what? It doesn't matter who knows what. Now, enough of us know that we can just tell them that we know! Then all the lying and the secrets would finally be over!",0,45,28370,Joey,"Yes, but y'know what? It doesn't matter who knows what. Now, enough of us know that we can just tell them that we know! Then all the lying and the secrets would finally be over!"
train,5169,9903,Then all the lying and the secrets would finally be over!,Joey,joy,positive,986,16,5,14,"00:03:56,861","00:03:59,821",exact,1.0000,1.0000,4,"Yes, but y'know what? It doesn't matter who knows what. Now, enough of us know that we can just tell them that we know! Then all the lying and the secrets would finally be over!",0,45,28370,Joey,"Yes, but y'know what? It doesn't matter who knows what. Now, enough of us know that we can just tell them that we know! Then all the lying and the secrets would finally be over!"
train,5170,10351,You are so cute! How did you get to be so cute?,Monica,joy,positive,1026,0,5,14,"00:06:22,298","00:06:24,132",exact,1.0000,1.0000,1,You are so cute! How did you get to be so cute?,29,75,28400,Monica,You are so cute! How did you get to be so cute?
train,5171,10352,"Well, my Grandfather was Swedish and my Grandmother was actually a tiny little bunny.",Chandler,joy,positive,1026,1,5,14,"00:06:24,300","00:06:29,971",exact,1.0000,1.0000,1,"Well, my Grandfather was Swedish and my Grandmother was actually a tiny little bunny.",0,76,28401,Chandler,"Well, my Grandfather was Swedish and my Grandmother was actually a tiny little bunny."
train,5172,10353,"Okay, now you're even cuter!!",Monica,joy,positive,1026,2,5,14,"00:06:31,766","00:06:34,017",exact,1.0000,1.0000,1,"Okay, now you're even cuter!!",0,77,28402,Monica,"Okay, now you're even cuter!!"
train,5173,10354,Y'know that is a popular opinion today I must say.,Chandler,neutral,neutral,1026,3,5,14,"00:06:35,144","00:06:38,230",exact,1.0000,1.0000,1,Y'know that is a popular opinion today I must say.,0,78,28403,Chandler,Y'know that is a popular opinion today I must say.
train,5174,10355,What?,Monica,surprise,negative,1026,4,5,14,"00:06:38,398","00:06:39,439",exact,1.0000,1.0000,1,What?,0,79,28404,Monica,What?
train,5175,10356,"The weirdest thing happened at the coffee house, I think, I think Phoebe was hitting on me.",Chandler,surprise,negative,1026,5,5,14,"00:06:39,607","00:06:44,069",exact,1.0000,1.0000,1,"The weirdest thing happened at the coffee house, I think, I think Phoebe was hitting on me.",0,80,28405,Chandler,"The weirdest thing happened at the coffee house, I think, I think Phoebe was hitting on me."
train,5176,10357,What are you talking about?,Monica,surprise,negative,1026,6,5,14,"00:06:45,363","00:06:47,030",exact,1.0000,1.0000,1,What are you talking about?,0,81,28406,Monica,What are you talking about?
train,5177,10358,I'm telling you I think Phoebe thinks I'm foxy.,Chandler,joy,positive,1026,7,5,14,"00:06:47,281","00:06:49,282",exact,1.0000,1.0000,1,I'm telling you I think Phoebe thinks I'm foxy.,0,82,28407,Chandler,I'm telling you I think Phoebe thinks I'm foxy.
train,5178,10359,That's not possible!,Monica,joy,positive,1026,8,5,14,"0:06:53,162","0:06:54,214",exact,1.0000,1.0000,1,That's not possible!,0,83,28408,Monica,That's not possible!
train,5179,10360,Ow!,Chandler,surprise,positive,1026,9,5,14,"0:06:54,214","0:06:55,168",exact,1.0000,1.0000,1,Ow!,0,84,28409,Chandler,Ow!
